,data_ref,id_cliente,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,pred_renda
4856,2015-01-01,10927,M,False,True,0,Assalariado,Secundário,Casado,Casa,45,10.26849315068493,1.0,10161.190096684895
4857,2015-04-01,1394,M,False,False,0,Empresário,Secundário,Separado,Casa,52,6.013698630136986,2.0,9776.855131749751
4858,2015-07-01,430,F,True,False,0,Assalariado,Secundário,União,Casa,53,5.545205479452054,2.0,2774.1645167926854
4859,2015-01-01,7556,F,True,True,0,Assalariado,Superior completo,Casado,Casa,34,10.043835616438356,2.0,4854.475410971121
4860,2015-08-01,4389,M,False,True,0,Empresário,Superior completo,Casado,Casa,64,6.013698630136986,2.0,10076.346515750556
4861,2015-04-01,5694,F,True,False,0,Servidor público,Secundário,Solteiro,Casa,28,1.0547945205479452,2.0,348.16988771821855
4862,2015-12-01,9443,F,False,False,0,Empresário,Secundário,União,Casa,30,23.810958904109587,2.0,11278.157411364427
4863,2015-12-01,4150,F,False,True,1,Pensionista,Secundário,Casado,Casa,53,7.526027397260274,2.0,3870.9635747791262
4864,2015-02-01,1104,M,False,False,0,Empresário,Secundário,Casado,Casa,47,14.69041095890411,4.0,13089.320384750798
4865,2015-12-01,14064,F,True,True,0,Pensionista,Secundário,Casado,Casa,34,8.052054794520547,2.0,3091.2312062112956
4866,2015-04-01,9656,F,True,True,0,Servidor público,Superior completo,Casado,Casa,30,7.882191780821918,2.0,4338.6801918661695
4867,2015-09-01,15072,F,False,True,2,Assalariado,Secundário,Casado,Casa,62,39.824657534246576,1.0,19705.669975478355
4868,2015-10-01,9495,F,True,True,0,Pensionista,Secundário,Casado,Casa,37,13.523287671232874,3.0,5596.8605882625225
4869,2015-06-01,4370,M,True,True,2,Assalariado,Superior completo,Casado,Casa,47,0.6794520547945205,2.0,6975.446564916776
4870,2015-07-01,3175,F,False,False,0,Assalariado,Secundário,Casado,Casa,33,6.846575342465752,2.0,2958.051544648301
4871,2015-09-01,3486,M,True,True,0,Assalariado,Secundário,Solteiro,Casa,24,13.082191780821915,2.0,10546.773832043116
4872,2015-09-01,14132,M,False,False,2,Empresário,Secundário,Casado,Casa,46,6.013698630136986,2.0,9346.005823978372
4873,2015-08-01,3771,M,False,False,0,Assalariado,Secundário,União,Casa,34,12.473972602739725,1.0,10465.276395951725
4874,2015-07-01,3755,F,True,True,0,Pensionista,Secundário,Casado,Com os pais,52,10.96986301369863,2.0,5099.39261794027
4875,2015-03-01,16176,F,False,True,0,Assalariado,Secundário,Casado,Casa,32,6.934246575342466,2.0,2628.05115688661
4876,2015-06-01,4281,M,False,True,1,Assalariado,Secundário,Separado,Casa,38,8.89315068493151,3.0,10037.889851902128
4877,2015-10-01,4972,M,True,True,2,Servidor público,Secundário,Solteiro,Casa,39,3.06027397260274,2.0,7236.41218810212
4878,2015-01-01,15437,M,True,True,2,Assalariado,Secundário,Casado,Casa,42,6.682191780821919,3.0,8782.334917727612
4879,2015-06-01,6799,F,True,True,1,Assalariado,Superior completo,Casado,Casa,43,8.808219178082194,2.0,5228.275684537462
4880,2015-06-01,3244,F,False,True,0,Empresário,Superior completo,Casado,Casa,51,12.364383561643836,4.0,7561.700625430373
4881,2015-10-01,12491,F,False,True,1,Pensionista,Superior incompleto,Casado,Com os pais,40,20.126027397260277,1.0,8943.361205270794
4882,2015-11-01,2652,F,False,True,1,Assalariado,Secundário,União,Casa,46,9.3013698630137,2.0,4595.655205221041
4883,2015-10-01,11008,M,False,True,0,Servidor público,Secundário,Casado,Casa,41,15.975342465753426,2.0,13022.418425707354
4884,2015-06-01,14329,F,False,False,0,Assalariado,Secundário,Casado,Casa,59,6.693150684931508,1.0,3693.9509666634044
4885,2015-09-01,16151,M,True,False,0,Assalariado,Secundário,Casado,Casa,30,8.128767123287671,2.0,8535.216061987536
4886,2015-04-01,2159,F,False,False,1,Pensionista,Secundário,Casado,Casa,47,9.597260273972603,2.0,4858.410293609073
4887,2015-03-01,2870,F,True,True,0,Servidor público,Secundário,Casado,Casa,46,18.22465753424657,2.0,8813.362128145201
4888,2015-04-01,12731,F,False,False,3,Empresário,Secundário,Solteiro,Casa,38,5.764383561643837,2.0,4008.4888637854547
4889,2015-03-01,14585,F,False,False,0,Assalariado,Superior completo,Casado,Casa,60,6.013698630136986,2.0,3796.9078164507946
4890,2015-06-01,1410,M,True,False,0,Assalariado,Secundário,Casado,Com os pais,49,6.013698630136986,2.0,8442.166581111574
4891,2015-03-01,14494,F,True,True,0,Assalariado,Secundário,Casado,Casa,62,6.013698630136986,1.0,3227.0943982481695
4892,2016-01-01,5768,F,True,True,0,Assalariado,Secundário,Casado,Casa,28,8.479452054794521,1.0,3173.8487240055065
4893,2015-12-01,4544,F,False,True,0,Empresário,Secundário,Casado,Casa,27,2.432876712328768,2.0,1261.5413181919332
4894,2015-04-01,761,F,False,True,0,Pensionista,Superior completo,Casado,Casa,40,19.30958904109589,2.0,9503.626973154001
4895,2015-06-01,11539,F,True,True,0,Assalariado,Superior completo,Casado,Casa,39,33.78630136986301,2.0,16594.20353461355
4896,2016-02-01,5956,M,False,True,2,Assalariado,Secundário,Solteiro,Casa,37,18.6027397260274,4.0,14238.977413518694
4897,2015-02-01,9993,F,True,False,0,Empresário,Secundário,Casado,Casa,40,18.12054794520548,2.0,9067.00420914388
4898,2015-05-01,4040,M,True,True,0,Assalariado,Secundário,Casado,Casa,27,3.0986301369863014,3.0,5980.587497416112
4899,2015-02-01,15769,F,True,False,2,Assalariado,Secundário,Solteiro,Casa,41,8.906849315068492,2.0,4381.394629823177
4900,2015-08-01,5831,F,False,True,2,Assalariado,Secundário,Separado,Casa,30,2.271232876712329,2.0,919.3765240739776
4901,2016-01-01,10541,F,True,True,0,Pensionista,Secundário,Casado,Casa,37,15.931506849315069,2.0,6690.79593626553
4902,2015-12-01,928,F,True,True,0,Assalariado,Secundário,Casado,Casa,57,6.013698630136986,1.0,3375.4433172677172
4903,2015-06-01,14363,F,False,True,0,Assalariado,Secundário,Casado,Casa,31,15.791780821917806,1.0,7028.505388017321
4904,2015-10-01,12096,F,True,True,1,Pensionista,Secundário,Casado,Casa,30,0.9726027397260274,3.0,-333.028004918942
4905,2016-02-01,8643,F,False,True,0,Assalariado,Pós graduação,Casado,Casa,40,20.895890410958906,4.0,9433.650629083917
4906,2016-02-01,15784,M,False,False,3,Pensionista,Superior completo,Casado,Governamental,50,6.013698630136986,2.0,8847.691612611165
4907,2015-10-01,12367,F,False,True,1,Assalariado,Secundário,Casado,Casa,62,9.473972602739726,1.0,5269.303262380035
4908,2015-06-01,5972,M,False,True,0,Empresário,Superior completo,Casado,Casa,40,3.408219178082192,3.0,8349.569213884362
4909,2015-10-01,16525,M,False,False,0,Empresário,Secundário,União,Casa,53,3.9342465753424656,2.0,7898.176395048289
4910,2015-01-01,6217,F,False,True,2,Assalariado,Secundário,Casado,Casa,44,2.180821917808219,3.0,1274.765634478498
4911,2015-07-01,10899,F,False,False,1,Assalariado,Secundário,Solteiro,Casa,49,6.131506849315069,2.0,3589.7812936679334
4912,2015-08-01,10166,M,True,True,0,Assalariado,Secundário,Casado,Casa,60,6.013698630136986,3.0,8598.274757175906
4913,2016-02-01,5931,F,False,True,0,Empresário,Secundário,Solteiro,Casa,62,20.68767123287672,2.0,10946.798406770544
4914,2016-02-01,15996,F,True,True,0,Assalariado,Superior completo,Solteiro,Com os pais,33,0.1780821917808219,1.0,35.758506526961355
4915,2015-08-01,11863,M,True,True,0,Assalariado,Superior completo,União,Com os pais,39,0.2767123287671233,2.0,5449.521299183595
4916,2015-08-01,2684,M,False,False,0,Assalariado,Secundário,União,Casa,44,4.216438356164384,2.0,6935.892590383792
4917,2016-01-01,6962,F,False,False,0,Empresário,Superior completo,Solteiro,Casa,42,1.7945205479452055,2.0,1998.5550295393639
4918,2015-11-01,3968,M,False,True,0,Servidor público,Secundário,Casado,Casa,34,2.8767123287671232,2.0,6685.731281047438
4919,2015-03-01,1215,F,True,True,0,Empresário,Superior completo,Casado,Casa,30,6.013698630136986,2.0,3503.0402371047376
4920,2015-10-01,11169,F,True,False,2,Empresário,Superior completo,Casado,Casa,39,6.013698630136986,3.0,4375.141933983213
4921,2016-03-01,6137,F,False,True,0,Assalariado,Secundário,Casado,Casa,57,8.435616438356165,1.0,3857.817795624671
4922,2016-02-01,9630,F,False,False,0,Pensionista,Secundário,Casado,Casa,39,10.389041095890413,2.0,4119.308413697373
4923,2015-05-01,8410,F,True,True,0,Assalariado,Secundário,Casado,Casa,49,6.013698630136986,4.0,2864.214349131362
4924,2015-09-01,10127,M,True,True,0,Assalariado,Secundário,Casado,Governamental,35,1.178082191780822,2.0,5386.553983021352
4925,2015-03-01,13959,F,False,False,0,Assalariado,Superior completo,Casado,Casa,32,6.013698630136986,3.0,2827.524537369971
4926,2015-03-01,15930,M,False,False,0,Assalariado,Secundário,Solteiro,Casa,67,28.394520547945213,3.0,19395.07879568815
4927,2015-11-01,6291,F,True,False,0,Assalariado,Superior completo,Solteiro,Casa,60,19.389041095890416,4.0,10407.185032779606
4928,2015-11-01,15060,F,True,False,1,Pensionista,Secundário,Casado,Casa,42,5.802739726027397,1.0,2664.1353658795297
4929,2016-01-01,358,M,False,True,0,Servidor público,Superior completo,Casado,Com os pais,60,6.013698630136986,1.0,9377.254985911826
4930,2015-09-01,15915,F,False,True,2,Assalariado,Secundário,Solteiro,Casa,50,7.7315068493150685,2.0,4111.60356595364
4931,2015-06-01,11478,M,True,False,2,Empresário,Superior completo,Casado,Estúdio,58,6.515068493150685,2.0,11408.651721248732
4932,2015-12-01,7331,F,True,False,0,Pensionista,Secundário,Viúvo,Casa,27,4.4602739726027405,2.0,1027.617534488891
4933,2016-03-01,13775,F,False,False,0,Assalariado,Secundário,Casado,Casa,49,9.931506849315069,2.0,4335.9944553181585
4934,2015-05-01,894,M,True,True,2,Pensionista,Secundário,Casado,Casa,65,7.687671232876712,2.0,9477.183999613131
4935,2015-03-01,12277,F,True,True,2,Assalariado,Secundário,Casado,Casa,42,5.126027397260274,2.0,2620.5335975716303
4936,2015-01-01,11574,F,True,True,0,Pensionista,Superior completo,Casado,Casa,40,6.013698630136986,2.0,2731.723125604594
4937,2015-08-01,11391,F,True,True,0,Pensionista,Superior completo,Casado,Casa,49,13.476712328767126,1.0,6593.819353376787
4938,2015-01-01,2045,F,True,True,0,Assalariado,Secundário,Casado,Casa,51,1.5424657534246575,3.0,799.5503886664987
4939,2015-03-01,2420,M,True,False,1,Pensionista,Superior completo,Solteiro,Casa,30,6.6219178082191785,1.0,8361.2537893115
4940,2015-06-01,16424,F,False,True,1,Servidor público,Secundário,Casado,Casa,35,14.602739726027398,2.0,7251.853531912075
4941,2015-04-01,3491,M,False,True,0,Assalariado,Secundário,Casado,Casa,30,22.03835616438356,2.0,15598.972770748022
4942,2016-03-01,15777,F,False,False,0,Assalariado,Secundário,Casado,Casa,60,3.627397260273973,2.0,1650.3026124978135
4943,2015-11-01,8726,F,False,True,1,Pensionista,Superior completo,Solteiro,Com os pais,31,18.10958904109589,1.0,8588.009946298604
4944,2015-10-01,10967,F,False,False,1,Assalariado,Superior completo,Casado,Casa,33,6.013698630136986,2.0,3288.479337833646
4945,2015-09-01,3480,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,37,4.6,4.0,1741.8544846744978
4946,2015-06-01,5491,F,False,True,0,Servidor público,Secundário,Casado,Casa,36,3.1643835616438367,2.0,1493.4528312318141
4947,2016-03-01,10453,F,True,True,0,Assalariado,Secundário,Casado,Casa,59,8.542465753424658,1.0,3978.6866796944146
4948,2016-03-01,4404,F,False,True,0,Assalariado,Superior completo,Casado,Casa,29,6.013698630136986,2.0,2301.2052317825255
4949,2015-03-01,5316,M,False,True,2,Empresário,Superior completo,Casado,Casa,32,9.808219178082194,2.0,11228.155212466789
4950,2015-10-01,969,F,True,False,0,Assalariado,Secundário,Casado,Casa,39,7.747945205479453,1.0,3388.2860172605297
4951,2015-06-01,8075,M,True,False,0,Assalariado,Secundário,Casado,Casa,58,6.013698630136986,2.0,8783.086283874807
4952,2016-02-01,13514,F,False,False,0,Pensionista,Superior completo,Casado,Casa,41,0.6,3.0,178.36890297143128
4953,2015-04-01,3439,M,True,True,1,Assalariado,Superior incompleto,Solteiro,Casa,29,7.8410958904109584,2.0,8995.873505568048
4954,2016-02-01,2245,F,False,True,1,Pensionista,Secundário,Casado,Casa,38,6.013698630136986,3.0,2360.671812229006
4955,2015-10-01,6110,M,False,True,0,Pensionista,Secundário,Casado,Casa,27,8.665753424657536,1.0,8205.775741518824
4956,2015-01-01,14875,F,False,True,1,Assalariado,Superior completo,Casado,Casa,46,19.9013698630137,2.0,10353.81337399824
4957,2015-08-01,1425,M,False,True,0,Assalariado,Secundário,Casado,Casa,37,4.638356164383562,2.0,7181.841139156657
4958,2015-06-01,15591,M,True,True,0,Assalariado,Superior completo,União,Casa,52,1.0328767123287672,2.0,6570.739396082279
4959,2015-02-01,6639,M,True,False,7,Assalariado,Superior completo,Solteiro,Casa,61,9.8,3.0,11575.858233868263
4960,2016-01-01,4473,F,True,False,1,Empresário,Secundário,Casado,Casa,63,6.619178082191781,3.0,4660.055173645022
4961,2015-08-01,3518,M,True,True,0,Assalariado,Superior completo,Casado,Casa,65,3.4356164383561643,2.0,8132.919435838825
4962,2015-10-01,5132,F,False,True,1,Empresário,Secundário,Casado,Casa,26,4.276712328767124,3.0,2215.69036433991
4963,2015-06-01,13415,F,True,True,0,Pensionista,Superior completo,Casado,Casa,34,7.958904109589041,1.0,3643.261930742796
4964,2015-09-01,12086,F,False,True,0,Assalariado,Secundário,Viúvo,Casa,46,4.391780821917808,4.0,1978.5863941511236
4965,2015-11-01,4644,F,False,True,1,Assalariado,Superior completo,Casado,Casa,25,4.515068493150685,4.0,2328.894610245026
4966,2015-05-01,11323,F,True,True,1,Assalariado,Secundário,Separado,Casa,39,6.263013698630138,3.0,3185.1854010838056
4967,2015-07-01,13839,F,True,True,0,Empresário,Secundário,Casado,Casa,35,1.7616438356164383,1.0,1405.6217626693633
4968,2016-01-01,14795,F,True,True,0,Empresário,Secundário,União,Casa,43,6.013698630136986,4.0,3108.447495226663
4969,2015-11-01,1847,F,True,True,2,Assalariado,Secundário,Casado,Casa,26,3.3506849315068483,2.0,1269.2654185385625
4970,2016-01-01,953,F,True,False,0,Pensionista,Secundário,Viúvo,Casa,49,3.7178082191780817,2.0,1315.5850219971067
4971,2015-07-01,5671,F,False,True,0,Pensionista,Secundário,Casado,Casa,39,5.717808219178082,2.0,2222.079482336411
4972,2015-12-01,3243,F,False,True,1,Pensionista,Superior completo,Casado,Casa,57,6.013698630136986,2.0,3901.210289660973
4973,2015-10-01,770,F,True,False,1,Assalariado,Secundário,Viúvo,Casa,40,6.013698630136986,2.0,2964.758918526541
4974,2015-12-01,5748,M,False,True,1,Empresário,Superior completo,Casado,Governamental,53,8.263013698630138,2.0,11414.515389275177
4975,2015-09-01,14810,M,True,False,2,Assalariado,Superior completo,Viúvo,Casa,25,7.542465753424658,3.0,9028.666011989819
4976,2015-11-01,255,F,False,True,0,Empresário,Secundário,Viúvo,Com os pais,51,18.523287671232875,1.0,9767.997988336985
4977,2015-07-01,11837,F,True,True,2,Assalariado,Superior completo,Casado,Casa,63,9.186301369863012,1.0,6138.217564477736
4978,2015-09-01,16001,M,True,True,0,Assalariado,Superior completo,Casado,Casa,65,0.8164383561643835,2.0,6887.333117455839
4979,2015-07-01,12922,F,True,True,2,Assalariado,Secundário,Casado,Casa,43,26.249315068493143,2.0,13026.53183860199
4980,2016-02-01,15901,F,False,False,0,Empresário,Superior completo,União,Casa,46,7.5178082191780815,4.0,4548.128326428971
4981,2016-01-01,9033,F,False,True,0,Assalariado,Secundário,Casado,Aluguel,53,7.101369863013699,2.0,3404.724432506912
4982,2015-07-01,11303,M,True,False,0,Pensionista,Secundário,Casado,Casa,53,12.717808219178083,2.0,11462.6574009637
4983,2015-04-01,13877,M,False,False,0,Assalariado,Secundário,Casado,Com os pais,41,2.8027397260273967,3.0,6852.04052411375
4984,2015-08-01,2769,F,True,True,0,Assalariado,Superior completo,Casado,Casa,56,19.45205479452055,3.0,10098.182939731847
4985,2016-01-01,15486,F,False,False,0,Assalariado,Secundário,Viúvo,Casa,62,13.210958904109589,1.0,6632.977182314805
4986,2015-11-01,14452,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,35,6.013698630136986,5.0,2561.0381881628464
4987,2015-05-01,5242,M,False,True,0,Assalariado,Superior completo,União,Casa,26,1.5698630136986302,2.0,5503.23672668933
4988,2015-01-01,12728,F,True,True,1,Assalariado,Secundário,Casado,Casa,37,3.1890410958904107,2.0,1449.9022383420136
4989,2016-02-01,16088,M,True,True,0,Assalariado,Superior completo,Casado,Casa,61,6.013698630136986,2.0,9261.017420245504
4990,2015-03-01,9168,M,True,True,0,Assalariado,Secundário,Casado,Casa,52,6.013698630136986,2.0,8377.597610960489
4991,2015-10-01,14104,F,True,True,1,Pensionista,Secundário,Casado,Casa,60,14.794520547945206,5.0,7309.084679844563
4992,2015-06-01,1115,F,True,False,0,Empresário,Secundário,Casado,Casa,45,6.4301369863013695,4.0,3926.1935301381886
4993,2015-10-01,8380,F,False,True,0,Assalariado,Superior completo,Casado,Casa,36,6.408219178082192,2.0,3248.105101490373
4994,2015-08-01,16116,F,True,True,0,Pensionista,Superior completo,Casado,Casa,52,6.013698630136986,1.0,3136.3175058933243
4995,2015-11-01,6962,M,True,False,1,Assalariado,Secundário,Viúvo,Casa,31,6.013698630136986,2.0,8174.681080387313
4996,2015-07-01,13344,F,False,False,1,Assalariado,Secundário,Separado,Casa,41,0.6821917808219178,2.0,915.6366099760671
4997,2016-02-01,10894,F,False,True,0,Assalariado,Secundário,Separado,Com os pais,61,6.013698630136986,2.0,3296.4907253350257
4998,2015-09-01,3786,F,False,False,1,Empresário,Superior completo,Viúvo,Casa,43,7.249315068493152,2.0,4991.11950525045
4999,2015-04-01,11797,F,False,True,0,Assalariado,Secundário,Casado,Com os pais,32,8.139726027397263,2.0,3586.181773493765
5000,2015-04-01,2616,M,True,True,2,Empresário,Superior completo,Casado,Casa,31,6.013698630136986,1.0,9857.265601938707
5001,2015-09-01,15240,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,47,33.56986301369863,1.0,15431.004440296463
5002,2015-09-01,5133,F,True,False,1,Assalariado,Secundário,Solteiro,Com os pais,27,0.6356164383561644,2.0,-331.1885971298948
5003,2015-11-01,8837,M,True,False,1,Servidor público,Secundário,Casado,Casa,52,6.767123287671232,2.0,9570.135044226963
5004,2015-08-01,1314,M,False,False,0,Assalariado,Secundário,Casado,Casa,53,4.8054794520547945,2.0,7815.512927280674
5005,2016-03-01,2187,F,False,False,0,Assalariado,Superior completo,Casado,Casa,49,6.013698630136986,1.0,3110.0793082795662
5006,2015-06-01,3886,F,True,False,0,Assalariado,Secundário,União,Aluguel,43,0.7890410958904109,3.0,21.828419574604084
5007,2015-05-01,1258,M,True,True,1,Assalariado,Secundário,Casado,Casa,35,22.03835616438356,1.0,15750.005468793443
5008,2015-09-01,9628,F,False,True,0,Empresário,Secundário,Casado,Casa,45,20.02739726027397,4.0,10138.593298112852
5009,2015-01-01,10565,F,True,True,0,Assalariado,Superior completo,Viúvo,Casa,47,2.010958904109589,2.0,1533.6449968079326
5010,2016-02-01,6081,M,False,False,0,Assalariado,Secundário,Casado,Casa,29,24.0,1.0,16013.846440612862
5011,2016-01-01,12424,F,False,True,0,Empresário,Superior completo,Casado,Com os pais,35,14.95890410958904,3.0,7897.014666960399
5012,2015-01-01,4986,F,False,False,0,Pensionista,Secundário,Casado,Com os pais,44,4.789041095890411,3.0,1561.2875561229491
5013,2015-11-01,3605,M,False,True,0,Assalariado,Secundário,Casado,Com os pais,47,11.723287671232876,3.0,11071.786056861503
5014,2015-06-01,2380,F,True,True,0,Empresário,Primário,Viúvo,Casa,60,5.208219178082191,2.0,3610.5659721178904
5015,2015-05-01,11293,F,False,True,0,Empresário,Secundário,União,Casa,46,8.665753424657536,2.0,4456.796854340787
5016,2015-03-01,5573,M,False,True,0,Pensionista,Superior completo,Solteiro,Casa,27,1.1232876712328768,2.0,5204.77808361364
5017,2015-06-01,12543,F,False,True,0,Assalariado,Secundário,Separado,Casa,24,0.7561643835616438,2.0,-324.3363210039945
5018,2016-01-01,56,M,False,True,0,Assalariado,Secundário,Solteiro,Casa,22,12.904109589041097,2.0,10311.02956700446
5019,2016-01-01,1178,F,True,True,0,Pensionista,Secundário,Casado,Casa,43,8.227397260273973,3.0,3258.751783986275
5020,2015-06-01,8191,M,False,True,0,Assalariado,Superior completo,Casado,Casa,47,4.216438356164384,1.0,8224.454730937707
5021,2016-03-01,3944,M,False,True,0,Assalariado,Secundário,União,Casa,26,7.912328767123287,2.0,7507.717307640317
5022,2015-07-01,12065,F,False,True,2,Pensionista,Secundário,Casado,Casa,43,6.013698630136986,2.0,2929.544216911049
5023,2016-01-01,13786,M,True,False,0,Empresário,Secundário,Casado,Casa,36,2.350684931506849,1.0,6826.696424035086
5024,2016-03-01,12882,M,False,False,0,Empresário,Secundário,Casado,Casa,49,7.2,2.0,9216.901883678262
5025,2016-02-01,9509,F,False,True,1,Assalariado,Superior completo,Casado,Casa,51,9.841095890410957,4.0,5728.6324869148475
5026,2015-12-01,11684,F,True,False,0,Servidor público,Secundário,Casado,Aluguel,39,5.923287671232878,3.0,2905.833969074908
5027,2015-04-01,3976,F,False,True,0,Assalariado,Secundário,Casado,Casa,48,41.2,2.0,20014.608327726542
5028,2015-12-01,6356,F,False,True,0,Assalariado,Superior completo,União,Casa,29,18.852054794520548,2.0,8746.687439743748
5029,2015-11-01,5825,F,True,True,0,Assalariado,Secundário,União,Casa,44,6.013698630136986,4.0,2618.307029815026
5030,2015-01-01,5542,F,True,False,1,Pensionista,Secundário,Casado,Casa,32,1.2547945205479452,2.0,-150.6288990443033
5031,2015-04-01,700,F,True,True,0,Empresário,Superior incompleto,Casado,Casa,41,8.219178082191782,2.0,4683.918083539691
5032,2015-12-01,9977,F,False,True,0,Empresário,Secundário,União,Aluguel,30,2.263013698630137,5.0,949.8493604614328
5033,2015-01-01,2769,F,False,True,2,Assalariado,Secundário,Casado,Casa,40,15.035616438356165,2.0,7241.062027612362
5034,2016-01-01,10191,F,True,False,4,Assalariado,Secundário,União,Casa,40,1.1369863013698631,1.0,389.9463676151295
5035,2015-02-01,5393,F,False,True,1,Assalariado,Secundário,Viúvo,Casa,61,13.2986301369863,2.0,7011.76993641557
5036,2015-03-01,12103,F,False,True,0,Assalariado,Superior completo,Casado,Casa,50,11.03835616438356,3.0,5905.293343689012
5037,2015-02-01,10093,F,True,True,0,Assalariado,Secundário,Casado,Casa,43,8.134246575342466,2.0,3671.2396156916975
5038,2016-03-01,721,M,True,False,1,Assalariado,Secundário,União,Casa,51,16.709589041095892,2.0,13109.388631393933
5039,2015-03-01,14997,F,False,True,0,Pensionista,Secundário,Casado,Casa,35,15.791780821917806,2.0,6521.778745415219
5040,2015-01-01,14891,F,True,False,1,Pensionista,Superior incompleto,Viúvo,Casa,37,10.389041095890413,2.0,4239.009899694219
5041,2015-03-01,13695,F,False,True,1,Assalariado,Superior completo,Casado,Casa,53,3.287671232876712,3.0,2671.3800724229363
5042,2015-09-01,4446,M,True,True,1,Empresário,Secundário,Casado,Com os pais,25,6.013698630136986,1.0,8287.663586165458
5043,2015-01-01,8874,F,True,True,1,Empresário,Superior completo,União,Casa,39,6.3780821917808215,3.0,4130.59359808935
5044,2015-02-01,10796,F,False,True,0,Empresário,Superior incompleto,Solteiro,Casa,48,6.7972602739726025,3.0,3768.1794755152227
5045,2016-02-01,5275,M,True,True,1,Assalariado,Secundário,Casado,Casa,30,0.8383561643835616,4.0,5430.335409719603
5046,2015-04-01,1006,M,False,True,0,Pensionista,Superior completo,Casado,Casa,36,36.865753424657534,3.0,23111.97188345383
5047,2015-03-01,5849,M,False,True,0,Assalariado,Superior completo,Casado,Governamental,61,4.252054794520548,3.0,8325.484551913141
5048,2015-09-01,6832,M,True,True,0,Assalariado,Superior completo,Casado,Casa,30,9.115068493150686,2.0,9641.5179755196
5049,2015-04-01,4462,M,True,True,0,Assalariado,Secundário,Solteiro,Casa,30,10.427397260273972,2.0,10094.094632167795
5050,2015-08-01,11485,F,False,False,1,Assalariado,Secundário,Casado,Casa,33,2.778082191780822,3.0,1061.158022041957
5051,2016-01-01,14981,F,False,True,0,Assalariado,Superior completo,Casado,Casa,42,6.013698630136986,2.0,3246.8760573607915
5052,2015-06-01,16353,F,True,True,2,Pensionista,Secundário,União,Casa,43,15.54246575342466,2.0,7078.302204752511
5053,2015-05-01,445,M,False,True,0,Assalariado,Secundário,Casado,Casa,38,2.9315068493150687,3.0,6411.2507215733
5054,2016-02-01,11042,F,False,True,0,Empresário,Secundário,Casado,Casa,31,14.873972602739729,4.0,7113.104977899787
5055,2015-07-01,13382,F,True,True,0,Assalariado,Secundário,Casado,Casa,48,2.010958904109589,2.0,1253.0993749724378
5056,2015-08-01,8489,M,False,False,1,Assalariado,Superior completo,Casado,Casa,54,6.013698630136986,2.0,9418.351221992052
5057,2015-02-01,3639,F,False,True,0,Empresário,Superior completo,Casado,Casa,48,7.852054794520547,2.0,5085.21912595309
5058,2015-11-01,2220,M,False,False,2,Empresário,Secundário,Casado,Casa,37,4.3780821917808215,2.0,8464.98699333904
5059,2015-12-01,3066,F,False,True,0,Empresário,Secundário,Solteiro,Casa,56,15.126027397260271,1.0,8422.936088069526
5060,2015-04-01,4469,F,True,True,0,Assalariado,Secundário,União,Casa,24,0.7561643835616438,1.0,-583.555009078523
5061,2015-08-01,13362,M,True,False,1,Servidor público,Superior completo,Casado,Casa,41,4.18082191780822,1.0,8378.346123809482
5062,2015-12-01,7415,F,False,False,0,Assalariado,Superior completo,Casado,Governamental,33,3.3342465753424664,1.0,1797.8565947288641
5063,2015-06-01,11611,M,True,True,1,Assalariado,Superior completo,Casado,Casa,35,0.5178082191780822,2.0,6389.955706185698
5064,2016-03-01,14331,F,True,True,0,Assalariado,Superior completo,União,Casa,24,8.517808219178082,2.0,2904.607402825329
5065,2015-03-01,11611,F,True,True,0,Assalariado,Superior completo,Casado,Casa,33,10.334246575342464,2.0,4946.547821199353
5066,2015-12-01,15550,F,False,False,0,Empresário,Secundário,Casado,Aluguel,66,4.526027397260274,3.0,3554.447883308446
5067,2015-09-01,7722,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,48,25.8054794520548,2.0,12227.798165631353
5068,2015-01-01,14899,M,True,True,1,Empresário,Superior completo,Casado,Casa,64,6.347945205479452,2.0,10614.350843487071
5069,2016-01-01,4524,F,False,True,0,Assalariado,Superior completo,Casado,Casa,50,3.3616438356164378,2.0,2254.5267494326026
5070,2015-10-01,11208,F,False,False,0,Assalariado,Secundário,Casado,Casa,47,3.863013698630137,2.0,1811.6153533471504
5071,2016-03-01,4220,F,False,True,1,Assalariado,Superior completo,Solteiro,Aluguel,64,24.621917808219177,2.0,12652.60495051662
5072,2015-02-01,7298,M,True,False,0,Pensionista,Superior incompleto,Casado,Casa,52,7.761643835616439,2.0,8573.905299946435
5073,2016-03-01,7677,F,False,False,0,Empresário,Secundário,Casado,Com os pais,30,2.704109589041096,4.0,819.5940198666678
5074,2015-06-01,2152,F,False,True,1,Pensionista,Primário,Casado,Casa,31,4.789041095890411,1.0,1523.2237086921434
5075,2015-03-01,8817,M,False,False,0,Empresário,Superior completo,Casado,Casa,49,17.775342465753425,2.0,15257.918704416541
5076,2015-05-01,8472,F,True,True,0,Empresário,Secundário,Casado,Casa,64,2.2575342465753425,1.0,2247.9258948038714
